|4||   |L
PANI |4|585|   |L
PANI |5|ATIS 124.30
PANI |5|UNIC 122.10
PANI |5|CLR  118.15
VYAS |4|942|   |L
Y43  |4|438|   |L
Y43  |5|UNIC 122.90
KIKV |4|697|   |L
KIKV |4|688|   |L
KIKV |5|ATIS 119.17
KIKV |5|UNIC 122.90
KIKV |5|CLR  126.65
KIKV |5|APR  123.90
VYAN |4|780|   |L
VYAN |5|TWR  118.70
DABB |4|818|   |L
DABB |4|820|   |L
DABB |5|TWR  118.70
DABB |5|TWR  119.70
DABB |5|APR  119.00
PANT |4|045|   |L
PANT |4|036|   |L
PANT |5|ATIS 135.75
PANT |5|UNIC 122.90
KANE |4|151|HRD|L
KANE |4|144|HRD|L
KANE |5|ATIS 120.62
KANE |5|UNIC 126.05
KANE |5|UNIC 122.95
KANE |5|CLR  121.30
KANE |5|GRND 121.85
KANE |5|TWR  126.05
KANE |5|APR  126.50
KAFP |4|027|   |L
KAFP |5|ATIS 119.32
KAFP |5|UNIC 122.80
KAFP |5|APR  120.05
YAND |4|673|   |L
FMMA |4|.02|   |L
4V9  |4|105|HRD|L
4V9  |4|117|   |L
4V9  |5|UNIC 122.80
KANY |4|163|   |L
KANY |4|158|   |L
KANY |5|UNIC 122.80
RPVS |4|771|   |L
80F  |4|197|   |L
80F  |5|UNIC 122.90
80F  |5|APR  124.87
SAVN |4|.74|   |L
SAVN |5|TWR  118.40
SVCU |4|443|   |L
SVCU |5|GRND 121.90
SVCU |5|TWR  118.90
SKLC |4|820|   |L
SKLC |5|TWR  118.70
UKKM |4|617|   |L
UKKM |5|TWR  118.15
KACB |4|982|   |L
KACB |5|ATIS 119.27
KACB |5|UNIC 122.70
FMNH |4|.99|   |L
FMNH |5|TWR  118.30
FM43 |4|.24|   |L
FM43 |5|TWR  118.90
FM43 |5|TWR  119.70
VCCA |4|296|   |L
VCCA |5|TWR  120.50
VCCA |5|APR  126.70
PANV |4|650|   |L
PANV |5|ATIS 133.55
PANV |5|UNIC 122.70
RJSA |4|724|   |L
RJSA |5|TWR  126.20
RJSA |5|TWR  118.30
LIMW |4|737|   |L
LIMW |5|TWR  119.95
7LA9 |4|721|   |L
SSIC |4|.30|   |L
YAPO |4|.78|   |L
YAPO |4|785|   |L
SA23 |4|.90|   |L
KEBD |4|679|   |L
KEBD |5|ATIS 119.38
KEBD |5|UNIC 122.80
KAPV |4|587|   |L
KAPV |4|569|   |L
KAPV |5|UNIC 122.80
KAPV |5|APR  124.55
KAQP |4|230|   |L
KAQP |4|225|   |L
KAQP |5|UNIC 122.90
SVCE |4|351|   |L
OJAQ |4|598|   |L
OJAQ |5|GRND 121.90
OJAQ |5|TWR  118.10
OJAQ |5|APR  119.20
LIAQ |4|495|   |L
LIAQ |5|TWR  126.90
LIAQ |4||   |L
LIAQ |4||   |L
LIAQ |4||HRD|L
LIAQ |4||   |L
LIAQ |4||   |L
LIAQ |4||   |L
LIAQ |4||   |L
LIAQ |4||   |L
LIAQ |4||   |L
LIAQ |4||   |L
LIAQ |4||   |L
LL1B |4|227|   |L
LL1B |5|APR  120.90
LL1B |5|APR  132.00
LRAR |4|177|   |L
LRAR |5|TWR  130.20
SJAU |4|.83|   |L
SJGU |4|.68|   |L
OIHR |4|135|   |L
OIHR |5|TWR  118.65
FYAR |4|.46|   |L
FYAR |5|TWR  123.50
KRKP |4|092|   |L
KRKP |4|092|   |L
KRKP |5|ATIS 119.27
KRKP |5|UNIC 123.05
KRKP |5|CLR  121.70
KRKP |5|APR  120.90
XS10 |4|123|   |L
XS10 |4|113|   |L
37V  |4|345|HRD|L
37V  |5|UNIC 122.90
OERR |4|910|   |L
OERR |5|UNIC 122.80
SNAB |4|.58|   |L
SBAX |4|.55|   |L
SBAX |5|TWR  130.35
LGRX |4|.16|   |L
LGRX |4|.16|   |L
LGRX |5|TWR  125.25
LGRX |5|TWR  122.10
LGRX |5|APR  120.65
LGRX |5|APR  122.10
HAAM |4|028|   |L
5F0  |4|534|   |L
5F0  |5|UNIC 122.90
X06  |4|190|   |L
X06  |4|195|   |L
X06  |5|UNIC 123.00
T39  |4|586|   |L
T39  |5|UNIC 122.90
YARC |4|440|   |L
KAOC |4|600|   |L
KAOC |5|UNIC 122.80
KAOC |4||   |L
KAOC |4||HRD|L
KAOC |4||   |L
KAOC |4||   |L
KAOC |4||   |L
KAOC |4||TRF|L
KAOC |4||   |L
KAOC |4||   |L
SNAE |4|.40|   |L
YATU |4|040|   |L
OITL |4|338|   |L
OITL |5|ATIS 126.65
OITL |5|TWR  121.90
OITL |5|TWR  118.15
YADU |4|.64|   |L
YAOR |4|.64|   |L
1F0  |4|153|   |L
1F0  |5|ATIS 118.15
1F0  |5|UNIC 122.70
KADM |4|312|   |L
KADM |4|308|   |L
KADM |5|ATIS 125.60
KADM |5|UNIC 118.50
KADM |5|UNIC 122.95
KADM |5|GRND 121.80
KADM |5|TWR  118.50
KRWN |4|092|   |L
KRWN |5|UNIC 122.80
KRWN |5|APR  132.05
LIQB |4|456|   |L
LIQB |5|TWR  126.90
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||HRD|L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
LIQB |4||   |L
OE43 |4|327|   |L
YARD |4|.67|   |L
SV74 |4|577|   |L
LGKA |4|452|   |L
LGKA |5|TWR  118.40
YARI |4|520|   |L
UA33 |4|318|   |L
KBYH |4|980|   |L
KBYH |5|UNIC 122.70
KBYH |5|APR  134.65
YRKP |4|674|   |L
YRKP |4|.66|   |L
12AR |4|182|   |L
VOAR |4|061|   |L
F56  |4|914|   |L
F56  |4|913|   |L
F56  |4|913|   |L
F56  |5|UNIC 122.80
F56  |5|APR  127.20
KGKY |4|672|   |L
KGKY |5|ATIS 127.37
KGKY |5|UNIC 123.07
KGKY |5|CLR  118.85
KGKY |5|APR  135.97
SVAS |4|573|   |L
YAML |4|955|   |L
CYYW |4|299|   |L
CYYW |4|294|   |L
CYYW |5|UNIC 122.80
47TX |4|363|   |L
0KY1 |4|766|   |L
YANO |4|.73|   |L
KAYX |4|385|   |L
KAYX |5|ATIS 128.32
M31  |4|899|   |L
M31  |4|907|   |L
M31  |4|909|   |L
M31  |5|UNIC 122.90
FMNA |4|.34|   |L
FMNA |5|TWR  118.10
TE26 |4|788|   |L
91F  |4|160|   |L
91F  |5|UNIC 122.90
MDAB |4|199|   |L
MDAB |5|TWR  118.45
CAJ3 |4|042|   |L
CAJ3 |5|UNIC 122.80
KATS |4|846|   |L
KATS |4|858|   |L
KATS |5|ATIS 126.72
KATS |5|UNIC 122.80
KATS |5|APR  119.60
X21  |4|625|   |L
X21  |4|620|   |L
X21  |5|ATIS 119.72
X21  |5|UNIC 123.00
X21  |5|APR  134.95
KCIN |4|051|   |L
KCIN |4|043|   |L
KCIN |5|ATIS 118.02
KCIN |5|UNIC 122.80
MYCA |4|632|   |L
SVVA |4|150|   |L
SVVA |5|ATIS 127.80
SVVA |5|GRND 121.90
SVVA |5|TWR  118.90
WA1B |4|.56|   |L
SWNH |4|.93|   |L
HTAR |4|.36|   |L
HTAR |5|TWR  118.40
NTGU |4|.24|   |L
NTGU |5|TWR  118.90
CYEK |4|098|   |L
CYEK |5|ATIS 128.70
OMAR |4|783|   |L
HE39 |4|.78|   |L
HE39 |4|.78|   |L
HE39 |4|.78|   |L
HE19 |4|463|   |L
OS60 |4|.69|   |L
OS60 |4|.69|   |L
OIBI |4|489|   |L
OIBI |5|TWR  121.72
OIBI |5|TWR  118.12
KGEV |4|432|   |L
KGEV |5|ATIS 120.67
KGEV |5|UNIC 122.80
KGEV |5|APR  125.15
YASF |4|317|   |L
UTAA |4|.00|   |L
UTAA |4|.98|   |L
UTAA |4|978|   |L
UTAA |5|GRND 121.70
UTAA |5|TWR  120.00
UTAA |5|APR  123.50
UTAA |5|APR  118.70
RJFA |4|885|   |L
RJFA |5|TWR  126.20
RJFA |5|APR  134.10
UT1G |4|022|   |L
3G4  |4|898|   |L
3G4  |5|UNIC 122.70
3G4  |5|APR  124.20
26A  |4|287|   |L
26A  |5|UNIC 122.90
KDWU |4|555|   |L
KDWU |5|ATIS 132.42
KDWU |5|UNIC 122.80
KDWU |5|CLR  121.70
KDWU |5|APR  128.40
KASY |4|028|   |L
KASY |4|026|   |L
KASY |5|UNIC 122.90
KHZY |4|776|   |L
KHZY |5|ATIS 118.32
KHZY |5|UNIC 122.80
KHZY |5|APR  121.00
LIDA |4|.88|   |L
LIDA |4|.88|   |L
HASO |4|022|   |L
HHSB |4|079|   |L
HHSB |5|TWR  118.60
SNAX |4|.63|   |L
SNAX |5|TWR  130.20
FSAS |4|.73|   |L
ENRK |4|400|   |L
ENRK |5|UNIC 122.95
URWA |4|284|   |L
URWA |4|.28|   |L
URWA |5|ATIS 131.50
URWA |5|TWR  123.40
URWA |5|APR  126.00
URWA |5|APR  129.00
LGPL |4|583|   |L
LGPL |5|TWR  124.85
HESN |4|979|   |L
HESN |5|TWR  118.30
HESN |5|APR  119.35
HESN |5|APR  123.72
HEAT |4|055|   |L
HEAT |5|TWR  118.10
SEIB |4|330|   |L
SEIB |5|TWR  122.70
SPAY |4|.73|   |L
OYAT |4|560|   |L
OYAT |5|TWR  118.60
GQPA |4|495|   |L
GQPA |5|TWR  118.30
CYWM |4|748|   |L
CYWM |5|UNIC 123.20
6G0  |4|028|   |L
6G0  |5|UNIC 122.90
6G0  |5|APR  118.80
6G0  |5|APR  128.55
KAHN |4|948|   |L
KAHN |4|942|   |L
KAHN |5|ATIS 132.87
KAHN |5|CLR  133.95
KAHN |5|CLR  121.80
KAHN |5|GRND 121.80
KAHN |5|TWR  126.30
KAHN |5|APR  127.50
KAHN |5|APR  132.47
KAHN |4||   |L
KAHN |4||TRF|L
KAHN |4||   |L
KAHN |4||   |L
KAHN |4||   |L
KAHN |4||TRF|L
KAHN |4||   |L
KAHN |4||   |L
KAHN |4||   |L
KAHN |4||HRD|L
KAHN |4||   |L
KAHN |4||   |L
F44  |4|169|   |L
F44  |5|UNIC 123.00
CYIB |4|770|   |L
CYIB |5|UNIC 122.30
CYIB |5|TWR  122.30
MMJC |4|570|   |L
MMJC |5|TWR  118.40
KPTS |4|458|   |L
KPTS |4|443|   |L
KPTS |4|447|   |L
KPTS |5|ATIS 118.77
KPTS |5|UNIC 123.00
Y93  |4|002|   |L
Y93  |4|996|   |L
Y93  |5|UNIC 122.90
12NC |4|871|   |L
12NC |4|868|   |L
12NC |4|878|   |L
12NC |5|APR  119.75
KAIO |4|411|   |L
KAIO |4|409|   |L
KAIO |5|ATIS 127.82
KAIO |5|UNIC 122.70
0R1  |4|023|   |L
0R1  |5|UNIC 122.80
EN02 |4|727|   |L
KAQR |4|402|   |L
KAQR |5|ATIS 121.12
KAQR |5|UNIC 122.90
PATQ |4|466|   |L
PATQ |5|ATIS 119.92
PATQ |5|UNIC 122.90
RJTA |4|443|   |L
RJTA |5|TWR  126.20
RJTA |5|APR  123.80
RJTA |5|APR  118.30
RJTA |5|DEP  122.10
11II |4|347|   |L
11II |5|UNIC 126.20
KADT |4|848|   |L
KADT |4|842|   |L
KADT |4|835|   |L
KADT |5|UNIC 122.70
UATG |4|133|   |L
UATG |5|TWR  118.10
UATG |5|APR  123.70
SWBV |4|005|   |L
YAUB |4|.94|   |L
KAUN |4|954|   |L
KAUN |5|ATIS 119.37
KAUN |5|UNIC 122.70
KAUN |5|APR  125.40
S50  |4|332|   |L
S50  |5|UNIC 122.80
KAUO |4|620|   |L
KAUO |4|619|   |L
KAUO |5|ATIS 132.57
KAUO |5|UNIC 123.00
KAUO |5|CLR  118.70
KAUO |5|APR  125.50
KAUO |5|APR  126.55
SC1B |4|.58|   |L
KADU |4|705|   |L
KADU |5|ATIS 118.07
KADU |5|UNIC 122.80
YAUA |4|756|   |L
YAUA |4|749|   |L
YAUA |4|.74|   |L
YAUG |4|.32|   |L
3AU  |4|677|   |L
3AU  |5|UNIC 122.80
3AU  |5|CLR  125.00
3AU  |5|APR  134.80
MP20 |4|861|   |L
VAAU |4|862|   |L
VAAU |5|ATIS 127.00
VAAU |5|TWR  122.30
VAAU |5|APR  122.30
SB04 |4|.28|   |L
KARR |4|770|   |L
KARR |4|780|   |L
KARR |4|776|   |L
KARR |5|ATIS 125.85
KARR |5|ATIS 125.85
KARR |5|UNIC 120.60
KARR |5|UNIC 123.50
KARR |5|UNIC 122.95
KARR |5|CLR  121.70
KARR |5|GRND 121.70
KARR |5|TWR  120.60
KARR |5|APR  133.50
KAUH |4|899|HRD|L
KAUH |5|ATIS 121.22
KAUH |5|UNIC 122.80
KUAO |4|253|   |L
KUAO |5|ATIS 118.52
KUAO |5|UNIC 122.70
KUAO |5|CLR  119.95
KUAO |5|APR  126.00
KTMT |4|474|   |L
KTMT |4|474|   |L
KTMT |5|UNIC 122.90
KAUM |4|670|   |L
KAUM |5|ATIS 119.02
KAUM |5|UNIC 122.70
KAUM |5|APR  119.80
YAUS |4|.48|   |L
YAUT |4|150|   |L
MM63 |4|742|   |L
KAOV |4|975|   |L
KAOV |5|UNIC 122.90
KAOV |5|UNIC 122.70
KAOV |5|APR  126.35
FMNC |4|.16|   |L
FMNC |5|TWR  118.50
SDRR |4|.08|   |L
LPAV |4|660|   |L
KSWW |4|476|   |L
KSWW |4|460|   |L
KSWW |4|466|   |L
KSWW |5|ATIS 119.02
KSWW |5|UNIC 122.80
KSWW |5|APR  127.20
7A8  |4|949|   |L
7A8  |5|UNIC 123.00
P20  |4|141|   |L
P20  |5|UNIC 122.72
LIPA |4|023|   |L
LIPA |5|ATIS 129.30
LIPA |5|CLR  122.10
LIPA |5|APR  120.12
YAVN |4|002|   |L
YAVN |4|.00|   |L
YAVM |4|564|   |L
YAVM |5|UNIC 126.70
LFOA |4|047|   |L
LFOA |5|TWR  122.10
LFOA |5|APR  119.70
LFOA |5|APR  122.10
VIAW |4|884|   |L
0NA6 |4|973|   |L
HAAX |4|156|   |L
HAAX |5|TWR  118.30
N19  |4|835|   |L
N19  |4|830|   |L
N19  |5|UNIC 122.90
EDKA |4|822|   |L
EDKA |5|TWR  122.87
EKYT |4|.09|   |L
EKYT |4|.09|   |L
EKYT |5|ATIS 120.47
EKYT |5|TWR  118.30
EKYT |5|APR  123.97
EKYT |5|APR  120.70
EDPA |4|.77|   |L
EDPA |4|.77|   |L
EDPA |4|.77|   |L
EDPA |5|TWR  122.40
FY00 |4|.35|   |L
EKAH |4|.30|   |L
EKAH |4|.30|   |L
EKAH |5|TWR  118.52
EKAH |5|APR  119.27
1VA7 |4|663|   |L
81Y  |4|866|   |L
EKVH |4|848|   |L
EKVH |4|846|   |L
EKVH |5|APR  123.97
BGAA |4|721|   |L
EFAA |4|605|   |L
SNDH |4|.15|   |L
FY01 |4|.99|   |L
NGAB |4|800|HRD|L
LFOI |4|138|   |L
0J0  |4|604|   |L
EIAB |4|591|   |L
EIAB |5|UNIC 122.60
YABG |4|.33|   |L
CYXX |4|019|   |L
CYXX |4|018|   |L
CYXX |4|.02|   |L
CYXX |5|ATIS 119.80
CYXX |5|ATIS 119.40
CYXX |5|ATIS 122.50
CYXX |5|ATIS 126.70
CYXX |5|GRND 121.80
CYXX |5|TWR  119.40
CYXX |5|TWR  121.00
CYXX |5|APR  132.69
CAB5 |5|TWR  119.40
CAB5 |5|TWR  121.00
83NE |4|328|   |L
WARA |4|.91|   |L
WARA |4|7.9|   |L
WARA |5|TWR  122.70
WARA |5|TWR  122.50
WARA |5|APR  119.10
77KS |4|370|   |L
NGTB |4|491|HRD|L
EGPD |4|209|   |L
EGPD |4|203|   |L
EGPD |4|204|   |L
EGPD |4|207|   |L
EGPD |5|GRND 121.70
EGPD |5|TWR  118.10
EGPD |5|APR  119.05
YABF |4|672|   |L
GA61 |4|266|   |L
MS08 |4|088|   |L
DIAP |4|248|   |L
DIAP |5|ATIS 126.60
DIAP |5|TWR  129.10
DIAP |5|TWR  118.10
NE27 |4|370|   |L
EGUD |4|696|   |L
EGUD |4|689|   |L
YABI |4|.60|HRD|L
YABI |4|.60|HRD|L
WXW0 |4|452|   |L
5FD5 |4|595|   |L
WX01 |4|065|   |L
WAKH |4|.16|   |L
WX02 |4|.29|   |L
X6AB |4|074|   |L
X6AB |4|074|   |L
X6AB |4|074|   |L
X6AB |4|073|   |L
7CA1 |4|416|   |L
WASC |4|.49|HRD|L
AU89 |4|8.4|   |L
FB00 |4|9.4|   |L
SWAB |4|.69|   |L
YACS |4|.42|   |L
KMFV |4|640|   |L
KMFV |5|ATIS 118.17
KMFV |5|UNIC 122.80
KMFV |5|APR  126.05
DGAA |4|588|   |L
DGAA |5|GRND 121.90
DGAA |5|TWR  118.60
DGAA |5|APR  119.50
67WI |4|974|   |L
3AE  |4|045|   |L
EDXA |4|.37|   |L
EDXA |4|.37|   |L
EDXA |5|UNIC 123.05
4C7  |4|548|   |L
EG2  |4|453|   |L
EG2  |4|446|   |L
06S  |4|711|   |L
WXZ9 |4|377|   |L
74J  |4|890|   |L
4CA7 |4|674|   |L
85TA |4|638|   |L
I38  |4|130|   |L
SNUC |4|.59|   |L
0D7  |4|790|   |L
MI33 |4|790|   |L
YADY |4|5.9|   |L
YADY |5|UNIC 126.70
YADY |5|CLR  120.75
1II2 |4|615|   |L
8NC5 |4|578|   |L
90PA |4|875|   |L
GA91 |4|399|   |L
PS50 |4|770|   |L
9H2  |4|900|   |L
7FL3 |4|441|   |L
70LL |4|946|   |L
83OH |4|065|   |L
YADA |4|900|   |L
YADA |4|.89|   |L
EVAD |4|.09|   |L
EVAD |4|.10|   |L
EVAD |4|100|   |L
4TX8 |4|252|   |L
2A8  |4|206|   |L
AU01 |4|.17|   |L
AU01 |5|UNIC 126.70
YPAD |4|.95|   |L
YPAD |4|.94|   |L
YPAD |5|ATIS 134.50
YPAD |5|CLR  126.10
YPAD |5|GRND 121.70
YPAD |5|TWR  120.50
YPAD |5|APR  118.20
YPAD |5|APR  123.05
YPAD |5|APR  124.20
YPAD |5|APR  128.60
YPAD |5|APR  130.44
YPAD |5|APR  125.30
YPAD |5|APR  127.05
YPAD |5|DEP  118.20
YPAD |5|DEP  124.20
YPAD |5|DEP  128.60
YPPF |4|4.8|   |L
YPPF |4|4.8|   |L
YPPF |4|4.7|   |L
YPPF |4|4.7|   |L
YPPF |5|ATIS 120.90
YPPF |5|UNIC 118.70
YPPF |5|GRND 119.90
YPPF |5|TWR  124.60
AU02 |4|.88|   |L
AU02 |4|891|   |L
AU02 |5|UNIC 126.70
52CL |4|539|   |L
52CL |4|542|   |L
YADL |4|.52|   |L
YALG |4|697|   |L
VA71 |4|645|   |L
OYAA |4|826|   |L
OYAA |5|ATIS 122.60
OYAA |5|GRND 121.90
OYAA |5|TWR  118.70
OYAA |5|APR  119.70
SDRD |4|.64|   |L
CA01 |4|187|   |L
NY17 |4|019|   |L
KSLK |4|380|   |L
KSLK |4|380|   |L
KSLK |5|UNIC 123.00
KSLK |5|ATIS 124.17
KSLK |5|TWR  124.30
KSLK |5|GRND 121.60
KSLK |5|CLR  120.60
8IL0 |4|350|   |L
URSS |4|434|   |L
URSS |4|439|   |L
URSS |5|ATIS 126.20
URSS |5|APR  118.30
URSS |5|TWR  121.20
URSS |5|TWR  124.60
URSS |5|GRND 119.00
URSS |5|TWR  119.70
NM37 |4|571|   |L
6M3  |4|875|   |L
WIME |4|402|   |L
WIME |5|UNIC 122.80
SSXN |4|.30|   |L
38PA |4|387|   |L
1GA9 |4|763|   |L
FD88 |4|341|   |L
SJCN |4|.90|   |L
SWMA |4|.83|   |L
SJTL |4|.97|   |L
SWKM |4|.64|   |L
SJIE |4|.55|   |L
1WI6 |4|840|   |L
7IS2 |4|527|   |L
TS96 |4|083|   |L
TX54 |4|010|   |L
55OI |4|859|   |L
IL58 |4|434|   |L
30IS |4|074|   |L
2OI4 |4|045|   |L
76C  |4|110|   |L
76C  |4|110|   |L
76C  |4|107|   |L
5II9 |4|352|   |L
NC21 |4|989|   |L
SSXW |4|.80|   |L
SIQQ |4|.12|   |L
SJPP |4|.86|   |L
NM42 |4|419|   |L
SNXE |4|989|   |L
89TX |4|883|   |L
69FD |4|845|   |L
1IA6 |4|883|   |L
MN98 |4|415|   |L
45IN |4|999|   |L
SJKA |4|.62|   |L
SNAU |4|.90|   |L
SSAQ |4|.24|   |L
SSAQ |4|.24|   |L
SA37 |4|.65|   |L
SA37 |4|.64|   |L
SA37 |5|TWR  118.10
SADS |4|.73|   |L
SADS |4|.73|   |L
SADS |5|TWR  118.10
SA1L |4|.74|   |L
SA1L |5|UNIC 122.10
SA17 |4|33.|   |L
SA17 |4|33.|   |L
SDBI |4|.28|   |L
SNKB |4|.17|   |L
SSAK |4|.66|   |L
SSBZ |4|.67|   |L
SSCE |4|.33|   |L
SNGS |4|.58|   |L
SSHA |4|.48|   |L
SSBG |4|.14|   |L
SIXE |4|.04|   |L
SSAF |4|.36|   |L
SSRN |4|.31|   |L
SSKT |4|.61|   |L
SSDM |4|.82|   |L
SIPA |4|.64|   |L
LEVB |4|764|   |L
LDSH |4|182|   |L
IA54 |4|200|   |L
SJGF |4|.21|   |L
EKAE |4|855|   |L
EKAE |5|UNIC 123.17
SWXD |4|.55|   |L
66IL |4|270|   |L
SIUB |4|.50|   |L
SIQI |4|.54|   |L
LS72 |4|204|   |L
LS72 |4|204|   |L
LS72 |4|203|   |L
SJXA |4|.29|   |L
SAMQ |4|.85|   |L
SAMQ |5|TWR  126.60
SJGH |4|.71|   |L
YPEC |4|.06|   |L
YPEC |5|UNIC 126.00
YPEC |5|TWR  125.70
CZBM |4|.28|   |L
CZBM |4|.28|   |L
CZBM |4|843|   |L
CZBM |5|TWR  122.15
CYSC |4|442|   |L
CYSC |5|ATIS 126.25
CYSC |5|UNIC 123.50
CYSC |5|TWR  123.50
SDBP |4|.98|   |L
SNJM |4|.26|   |L
SBBP |4|.97|   |L
SBBP |5|TWR  125.70
SBBP |5|ATIS 127.75
SDYS |4|.17|   |L
SDNT |4|.67|   |L
SJGA |4|.70|   |L
36IL |4|973|   |L
MN89 |4|616|   |L
SNZE |4|.17|   |L
SNTB |4|.72|   |L
SBCT |4|.52|   |L
SBCT |4|.52|   |L
SBCT |5|ATIS 127.80
SBCT |5|GRND 121.90
SBCT |5|TWR  118.55
SBCT |5|APR  119.95
SBCT |5|APR  120.65
SBCT |5|APR  129.55
SNTG |4|.61|   |L
AGAF |4|.19|HRD|L
NE19 |4|603|   |L
7TS9 |4|058|   |L
LS18 |4|224|   |L
LS18 |4|221|   |L
94MN |4|580|   |L
FY02 |4|.02|   |L
GMAD |4|323|   |L
GMAD |5|TWR  119.50
GMAD |5|APR  120.90
WXY6 |4|024|   |L
ED01 |4|570|   |L
ED01 |5|TWR  123.35
UDYA |4|737|   |L
LFBA |4|177|   |L
LFBA |5|ATIS 129.60
LFBA |5|TWR  121.30
LFBA |5|APR  121.10
LFBA |5|APR  121.17
LFBA |5|APR  129.30
LFBA |5|APR  123.85
LFBA |5|APR  124.97
FAAG |4|.28|   |L
MN04 |4|775|   |L
51OH |4|070|   |L
FD2  |4|812|   |L
LERJ |4|463|   |L
LERJ |4|455|   |L
LERJ |5|TWR  118.57
LERJ |5|APR  118.57
XS42 |4|931|   |L
SIHW |4|.22|   |L
SWBW |4|.77|   |L
SIZU |4|.44|   |L
SWAF |4|.48|   |L
SJRJ |4|.64|   |L
SNTP |4|.52|   |L
SDRO |4|.46|   |L
SNMF |4|.34|   |L
SNMF |5|UNIC 123.45
SDUA |4|.50|   |L
SJSF |4|.84|   |L
SWHE |4|.72|   |L
SNLJ |4|.51|   |L
SIZS |4|.53|   |L
SNLK |4|.71|   |L
SWAH |4|.14|   |L
SNOL |4|.97|   |L
SSYQ |4|.38|   |L
SWQH |4|.14|   |L
SJRK |4|.23|   |L
SWNF |4|.89|   |L
SJHU |4|.87|   |L
SWZA |4|.36|   |L
SIUL |4|.77|   |L
SNAV |4|.50|   |L
SILS |4|.38|   |L
SCKO |4|.99|   |L
L54  |4|957|   |L
L54  |5|UNIC 122.90
SJYE |4|620|   |L
TJBQ |4|489|   |L
TJBQ |5|ATIS 118.32
TJBQ |5|UNIC 123.00
TJBQ |5|CLR  120.87
TJBQ |5|GRND 120.87
TJBQ |5|TWR  124.95
TJBQ |5|APR  118.15
TJBQ |5|APR  135.70
SJXB |4|.76|   |L
SJQL |4|.32|   |L
SJXH |4|.21|   |L
SWIV |4|.26|   |L
RORA |4|592|   |L
1CA4 |4|872|   |L
CL84 |4|388|   |L
66MO |4|833|   |L
EFAH |4|896|   |L
EDHO |4|698|   |L
EDHO |5|TWR  122.60
WX03 |4|.33|   |L
LOXA |4|529|   |L
85GA |4|171|   |L
KAIK |4|646|   |L
KAIK |4|653|   |L
KAIK |5|ATIS 118.02
KAIK |5|UNIC 122.80
KAIK |5|APR  119.15
EDGA |4|590|   |L
EDGA |5|TWR  123.05
DAAS |4|177|   |L
AIE  |4|.14|   |L
AIE  |5|ATIS 127.70
5GA4 |4|108|   |L
52KY |4|119|   |L
49CO |4|093|   |L
LL09 |4|283|   |L
W88  |4|170|   |L
6PA6 |4|347|   |L
0IN4 |4|300|   |L
0D9  |4|957|   |L
4MI1 |4|830|   |L
NV23 |4|881|   |L
NV23 |4|869|   |L
WI69 |4|802|   |L
UT07 |4|429|   |L
96MN |4|571|   |L
JY07 |4|695|   |L
CO73 |4|104|   |L
81G  |4|776|   |L
EDPR |4|.70|   |L
EDPR |4|708|   |L
EDPR |5|ATIS 124.32
42MO |4|120|   |L
LFDA |4|711|   |L
LF01 |4|640|   |L
LF01 |4|643|   |L
09N  |4|830|   |L
1H1  |4|202|   |L
1H1  |4|204|   |L
OK93 |4|337|   |L
0GA2 |4|377|   |L
04MO |4|304|   |L
1F7  |4|166|   |L
20KS |4|679|   |L
MT05 |4|703|   |L
48X  |4|640|   |L
AZ79 |4|530|   |L
45XS |4|261|   |L
D93  |4|849|   |L
SC15 |4|628|   |L
6NY3 |4|641|   |L
SYAH |4|.47|   |L
ATP  |4|.13|HRD|L
ATP  |5|ATIS 127.70
NCAI |4|.82|HRD|L
NCAI |5|UNIC 118.10
LFLB |4|645|   |L
LFLB |4|.63|   |L
LFLB |5|ATIS 131.05
LFLB |5|TWR  118.30
LFLB |5|APR  123.70
AYAY |4|.33|   |L
SJYF |4|005|   |L
SDIR |4|886|   |L
OR46 |4|384|   |L
LJAJ |4|889|   |L
6AR2 |4|023|   |L
E31  |4|990|   |L
RJOE |4|528|   |L
RJOE |4|531|   |L
PAKH |4|936|   |L
Z13  |4|905|HRD|L
Z13  |5|UNIC 122.90
WAKA |4|.60|   |L
60Q  |4|754|   |L
E99  |4|762|   |L
E99  |4|704|   |L
E99  |4|729|   |L
NE38 |4|129|   |L
Y40  |4|085|   |L
LCRA |4|594|   |L
LCRA |5|TWR  122.10
LCRA |5|APR  122.10
LCRA |5|APR  122.10
LCRA |5|APR  123.30
FY03 |4|.51|   |L
FYAA |4|.99|   |L
5Q0  |4|517|   |L
GMTA |4|188|   |L
GMTA |5|TWR  118.70
GMTA |5|TWR  123.90
GMTA |4||   |L
GMTA |4||HRD|L
GMTA |4||   |L
GMTA |4||   |L
GMTA |4||   |L
GMTA |4||   |L
GMTA |4||   |L
GMTA |4||   |L
OMDW |4|907|   |L
3TE  |4|028|   |L
3TE  |4|024|   |L
PAUK |4|682|   |L
PAUK |5|UNIC 122.90
WX04 |4|.26|   |L
L92  |4|368|   |L
3N9  |4|367|   |L
5H2  |4|343|   |L
0NY4 |4|955|   |L
SC07 |4|677|   |L
EFAL |4|553|   |L
